"record_id","date","country","city","temperature_c","humidity_percent","precipitation_mm","air_quality_index","extreme_weather_events","climate_classification","climate_zone","biome_type","heat_index","wind_speed","wind_direction","season","population_exposure","economic_impact_estimate","infrastructure_vulnerability_score"
"usa_1370","2025-09-30","USA","Los Angeles","0.20","89.00","64.30",285,"None","Koeppen-B","Temperate","Wetland","4.70","32.50","SE","Autumn",2862502,"13933987.26","4.00"
"usa_1371","2025-10-01","USA","Los Angeles","3.10","66.00","49.60",181,"None","Koeppen-D","Temperate","Wetland","6.40","17.20","NE","Autumn",9262857,"14154746.89","3.00"
"usa_1372","2025-10-02","USA","Los Angeles","-4.30","74.00","134.60",177,"None","Koeppen-C","Temperate","Wetland","-0.60","39.00","W","Autumn",1957746,"26800212.04","7.00"
"usa_1373","2025-10-03","USA","Los Angeles","14.30","75.00","180.20",358,"Drought","Koeppen-D","Temperate","Forest","18.10","4.50","SE","Autumn",9029819,"54228744.04","7.00"
"usa_1374","2025-10-04","USA","Los Angeles","2.30","56.00","97.30",406,"Drought","Koeppen-A","Temperate","Grassland","5.10","25.90","SW","Autumn",1538174,"71127753.77","1.00"
"usa_1375","2025-10-05","USA","Los Angeles","33.80","48.00","25.10",186,"None","Koeppen-B","Temperate","Wetland","36.20","13.90","SW","Autumn",9885144,"81788929.48","4.00"
"usa_1376","2025-10-06","USA","Los Angeles","1.70","45.00","157.60",109,"None","Koeppen-C","Temperate","Forest","4.00","15.20","NW","Autumn",4284348,"50254493.21","1.00"
"usa_1377","2025-10-07","USA","Los Angeles","41.30","28.00","69.80",230,"None","Koeppen-B","Temperate","Forest","42.70","18.10","E","Autumn",419495,"78568885.89","9.00"
"usa_1378","2025-10-08","USA","Los Angeles","41.30","88.00","151.40",77,"None","Koeppen-D","Temperate","Wetland","45.70","14.80","NE","Autumn",76073,"88812266.85","8.00"
"usa_1379","2025-10-09","USA","Los Angeles","30.60","79.00","100.50",386,"None","Koeppen-B","Temperate","Forest","34.60","18.50","SW","Autumn",3525347,"90422643.85","5.00"
"usa_138","2024-05-17","USA","New York","25.90","94.00","148.20",142,"None","Koeppen-A","Temperate","Grassland","30.60","32.20","SE","Spring",620275,"17785079.46","6.00"
"usa_1380","2025-10-10","USA","Los Angeles","20.20","28.00","22.40",269,"Drought","Koeppen-B","Temperate","Forest","21.60","18.40","S","Autumn",3297637,"71210661.04","7.00"
"usa_1381","2025-10-11","USA","Los Angeles","9.30","59.00","156.40",233,"None","Koeppen-D","Temperate","Grassland","12.20","35.70","SE","Autumn",152805,"11965590.17","4.00"
"usa_1382","2025-10-12","USA","Los Angeles","32.60","14.00","42.60",143,"Hurricane","Koeppen-D","Temperate","Tundra","33.30","29.60","NW","Autumn",2413405,"19036120.37","8.00"
"usa_1383","2025-10-13","USA","Los Angeles","-1.10","36.00","132.80",392,"None","Koeppen-A","Temperate","Grassland","0.70","37.10","SE","Autumn",6518237,"567583.36","3.00"
"usa_1384","2025-10-14","USA","Los Angeles","3.30","99.00","17.50",166,"None","Koeppen-B","Temperate","Wetland","8.20","36.40","N","Autumn",8062728,"38295215.01","7.00"
"usa_1385","2025-10-15","USA","Los Angeles","20.00","96.00","21.30",486,"None","Koeppen-C","Temperate","Forest","24.80","12.40","SW","Autumn",8827844,"93984854.25","1.00"
"usa_1386","2025-10-16","USA","Los Angeles","-6.50","52.00","119.80",429,"None","Koeppen-D","Temperate","Desert","-3.90","29.00","NW","Autumn",5727105,"85055425.70","8.00"
"usa_1387","2025-10-17","USA","Los Angeles","13.10","51.00","37.60",406,"None","Koeppen-D","Temperate","Tundra","15.70","21.00","NW","Autumn",2931304,"53327524.66","10.00"
"usa_1388","2025-10-18","USA","Los Angeles","31.80","85.00","123.20",156,"None","Koeppen-A","Temperate","Desert","36.00","39.10","S","Autumn",8935935,"42975368.44","5.00"
"usa_1389","2025-10-19","USA","Los Angeles","13.10","20.00","156.80",137,"None","Koeppen-C","Temperate","Desert","14.10","34.50","W","Autumn",2379649,"31132613.75","6.00"
"usa_139","2024-05-18","USA","New York","33.90","80.00","53.30",29,"None","Koeppen-B","Temperate","Tundra","37.90","7.20","E","Spring",3490116,"27255434.70","2.00"
"usa_1390","2025-10-20","USA","Los Angeles","8.90","20.00","28.60",55,"None","Koeppen-A","Temperate","Desert","9.90","18.30","NW","Autumn",3079186,"16038985.57","9.00"
"usa_1391","2025-10-21","USA","Los Angeles","19.40","17.00","16.70",471,"Hurricane","Koeppen-D","Temperate","Wetland","20.20","17.50","SW","Autumn",3625213,"596307.32","9.00"
"usa_1392","2025-10-22","USA","Los Angeles","16.30","76.00","45.20",247,"None","Koeppen-C","Temperate","Tundra","20.10","39.20","W","Autumn",192157,"28032215.51","4.00"
"usa_1393","2025-10-23","USA","Los Angeles","5.80","46.00","52.00",382,"None","Koeppen-D","Temperate","Grassland","8.10","39.80","E","Autumn",6591586,"3757566.72","10.00"
"usa_1394","2025-10-24","USA","Los Angeles","-5.90","79.00","130.70",434,"None","Koeppen-A","Temperate","Tundra","-2.00","26.80","N","Autumn",6722510,"85103341.20","6.00"
"usa_1395","2025-10-25","USA","Los Angeles","13.10","77.00","198.00",85,"Flood","Koeppen-D","Temperate","Tundra","16.90","25.20","E","Autumn",6716516,"10218572.56","9.00"
"usa_1396","2025-10-26","USA","Los Angeles","5.90","64.00","126.80",168,"None","Koeppen-D","Temperate","Forest","9.10","17.70","NW","Autumn",3686244,"4925300.90","9.00"
"usa_1397","2025-10-27","USA","Los Angeles","30.90","10.00","88.40",121,"None","Koeppen-A","Temperate","Grassland","31.40","34.40","W","Autumn",3199703,"72609336.08","9.00"
"usa_1398","2025-10-28","USA","Los Angeles","-9.20","21.00","125.10",469,"None","Koeppen-D","Temperate","Desert","-8.10","6.30","S","Autumn",2577543,"87191998.09","1.00"
"usa_1399","2025-10-29","USA","Los Angeles","-7.10","31.00","72.00",469,"None","Koeppen-C","Temperate","Forest","-5.50","14.60","W","Autumn",801518,"9605952.35","4.00"
"usa_14","2024-01-14","USA","New York","13.80","91.00","145.20",102,"None","Koeppen-B","Temperate","Forest","18.40","32.70","E","Winter",5726323,"51829474.43","5.00"
"usa_140","2024-05-19","USA","New York","13.90","31.00","186.20",136,"None","Koeppen-A","Temperate","Desert","15.50","22.10","NW","Spring",4114504,"22834941.32","4.00"
"usa_1400","2025-10-30","USA","Los Angeles","34.60","17.00","49.40",53,"None","Koeppen-B","Temperate","Wetland","35.50","29.00","SE","Autumn",7322424,"21840940.62","9.00"
"usa_1401","2025-10-31","USA","Los Angeles","27.70","62.00","56.80",482,"None","Koeppen-B","Temperate","Tundra","30.80","25.70","W","Autumn",6166750,"30328463.88","5.00"
"usa_1402","2025-11-01","USA","Los Angeles","-7.70","38.00","188.60",34,"Heatwave","Koeppen-D","Temperate","Tundra","-5.80","18.30","E","Autumn",1937198,"78033053.90","4.00"
"usa_1403","2025-11-02","USA","Los Angeles","11.20","96.00","177.60",155,"None","Koeppen-D","Temperate","Grassland","16.00","29.40","SW","Autumn",5877930,"82450984.12","3.00"
"usa_1404","2025-11-03","USA","Los Angeles","2.50","35.00","38.10",199,"None","Koeppen-D","Temperate","Desert","4.20","12.80","SE","Autumn",8098815,"12844525.97","3.00"
"usa_1405","2025-11-04","USA","Los Angeles","35.40","84.00","59.80",481,"None","Koeppen-A","Temperate","Desert","39.60","2.40","N","Autumn",6603083,"51260849.50","3.00"
"usa_1406","2025-11-05","USA","Los Angeles","-9.80","17.00","64.20",109,"None","Koeppen-A","Temperate","Grassland","-9.00","25.40","E","Autumn",5526335,"66701636.07","6.00"
"usa_1407","2025-11-06","USA","Los Angeles","42.10","54.00","31.10",17,"None","Koeppen-C","Temperate","Desert","44.80","0.60","W","Autumn",9731367,"3457824.29","6.00"
"usa_1408","2025-11-07","USA","Los Angeles","23.30","33.00","52.90",327,"None","Koeppen-A","Temperate","Grassland","24.90","36.80","NW","Autumn",3042281,"91865686.20","6.00"
"usa_1409","2025-11-08","USA","Los Angeles","39.30","15.00","154.90",283,"Drought","Koeppen-D","Temperate","Tundra","40.00","5.60","NW","Autumn",6121916,"29690362.24","1.00"
"usa_141","2024-05-20","USA","New York","41.90","70.00","51.10",126,"None","Koeppen-A","Temperate","Desert","45.40","37.90","SW","Spring",7630985,"88874256.43","1.00"
"usa_1410","2025-11-09","USA","Los Angeles","-9.70","15.00","127.00",241,"None","Koeppen-C","Temperate","Wetland","-8.90","38.70","N","Autumn",9519307,"89474390.16","1.00"
"usa_1411","2025-11-10","USA","Los Angeles","6.10","77.00","62.30",12,"None","Koeppen-A","Temperate","Wetland","9.90","28.00","S","Autumn",7411726,"62347973.28","1.00"
"usa_1412","2025-11-11","USA","Los Angeles","-6.50","43.00","94.60",247,"None","Koeppen-C","Temperate","Tundra","-4.30","19.00","NW","Autumn",6915952,"21316544.57","4.00"
"usa_1413","2025-11-12","USA","Los Angeles","-9.70","19.00","18.30",124,"None","Koeppen-D","Temperate","Tundra","-8.80","34.10","SW","Autumn",999423,"33302421.78","6.00"
"usa_1414","2025-11-13","USA","Los Angeles","9.20","14.00","39.20",89,"None","Koeppen-A","Temperate","Grassland","9.90","15.40","S","Autumn",5383343,"60418802.22","6.00"
"usa_1415","2025-11-14","USA","Los Angeles","10.60","92.00","27.20",326,"None","Koeppen-C","Temperate","Forest","15.20","14.80","NW","Autumn",480345,"30200145.67","9.00"
"usa_1416","2025-11-15","USA","Los Angeles","24.30","40.00","174.70",35,"None","Koeppen-A","Temperate","Forest","26.30","32.60","NE","Autumn",2279733,"74968999.74","3.00"
"usa_1417","2025-11-16","USA","Los Angeles","20.30","73.00","0.40",65,"None","Koeppen-A","Temperate","Wetland","24.00","32.40","SW","Autumn",1033091,"74966396.57","1.00"
"usa_1418","2025-11-17","USA","Los Angeles","42.20","22.00","161.10",367,"None","Koeppen-A","Temperate","Wetland","43.30","31.80","NW","Autumn",460988,"31638152.76","8.00"
"usa_1419","2025-11-18","USA","Los Angeles","9.70","96.00","13.40",166,"None","Koeppen-A","Temperate","Tundra","14.50","25.70","W","Autumn",4555951,"8169384.69","4.00"
"usa_142","2024-05-21","USA","New York","37.80","38.00","31.70",92,"None","Koeppen-A","Temperate","Wetland","39.70","1.20","SW","Spring",175496,"89344335.84","10.00"
"usa_1420","2025-11-19","USA","Los Angeles","5.60","40.00","86.60",218,"None","Koeppen-C","Temperate","Tundra","7.60","0.80","SE","Autumn",780027,"73663745.51","2.00"
"usa_1421","2025-11-20","USA","Los Angeles","43.10","58.00","188.90",231,"None","Koeppen-C","Temperate","Desert","46.00","20.60","N","Autumn",1144177,"36228913.63","7.00"
"usa_1422","2025-11-21","USA","Los Angeles","42.70","72.00","42.30",77,"None","Koeppen-C","Temperate","Desert","46.30","4.40","NW","Autumn",8038885,"69089787.31","3.00"
"usa_1423","2025-11-22","USA","Los Angeles","7.20","76.00","92.00",210,"None","Koeppen-D","Temperate","Forest","11.00","26.80","S","Autumn",4595817,"44618157.17","6.00"
"usa_1424","2025-11-23","USA","Los Angeles","9.60","47.00","183.70",300,"None","Koeppen-B","Temperate","Tundra","11.90","32.00","E","Autumn",6746043,"21376302.01","6.00"
"usa_1425","2025-11-24","USA","Los Angeles","18.70","17.00","168.10",400,"None","Koeppen-B","Temperate","Tundra","19.60","7.20","W","Autumn",1812137,"2648578.78","5.00"
"usa_1426","2025-11-25","USA","Los Angeles","-2.70","89.00","53.80",89,"None","Koeppen-B","Temperate","Desert","1.80","38.60","S","Autumn",6513371,"92055489.66","10.00"
"usa_1427","2025-11-26","USA","Los Angeles","15.60","93.00","76.10",130,"None","Koeppen-B","Temperate","Forest","20.20","15.90","SE","Autumn",8224731,"66067060.90","2.00"
"usa_1428","2025-11-27","USA","Los Angeles","-2.90","32.00","28.60",284,"None","Koeppen-D","Temperate","Wetland","-1.30","6.00","S","Autumn",2350885,"59084763.01","10.00"
"usa_1429","2025-11-28","USA","Los Angeles","18.60","65.00","93.90",427,"None","Koeppen-C","Temperate","Tundra","21.90","35.90","N","Autumn",1999413,"20035577.74","8.00"
"usa_143","2024-05-22","USA","New York","34.60","81.00","175.90",248,"Drought","Koeppen-A","Temperate","Tundra","38.60","36.40","N","Spring",5336381,"36816022.81","10.00"
"usa_1430","2025-11-29","USA","Los Angeles","7.80","62.00","112.30",255,"None","Koeppen-D","Temperate","Forest","10.90","8.80","W","Autumn",4964666,"13114507.48","3.00"
"usa_1431","2025-11-30","USA","Los Angeles","14.80","65.00","142.30",375,"None","Koeppen-B","Temperate","Wetland","18.10","36.90","S","Autumn",6010295,"52556957.39","8.00"
"usa_1432","2025-12-01","USA","Los Angeles","18.20","72.00","184.60",101,"None","Koeppen-A","Temperate","Desert","21.80","17.00","E","Winter",9318971,"94245727.70","1.00"
"usa_1433","2025-12-02","USA","Los Angeles","-2.50","72.00","199.10",402,"None","Koeppen-C","Temperate","Tundra","1.10","16.30","NE","Winter",4843259,"8333574.25","9.00"
"usa_1434","2025-12-03","USA","Los Angeles","8.10","80.00","57.50",410,"None","Koeppen-C","Temperate","Forest","12.10","38.00","SE","Winter",4055414,"30382865.61","10.00"
"usa_1435","2025-12-04","USA","Los Angeles","0.90","23.00","179.60",48,"None","Koeppen-D","Temperate","Grassland","2.10","11.50","S","Winter",1900280,"20568849.95","6.00"
"usa_1436","2025-12-05","USA","Los Angeles","5.00","44.00","101.90",195,"None","Koeppen-D","Temperate","Tundra","7.20","25.30","S","Winter",4051100,"71373795.47","5.00"
"usa_1437","2025-12-06","USA","Los Angeles","44.90","57.00","19.70",238,"None","Koeppen-D","Temperate","Wetland","47.80","9.70","W","Winter",455965,"77764228.36","10.00"
"usa_1438","2025-12-07","USA","Los Angeles","37.70","46.00","164.70",136,"None","Koeppen-A","Temperate","Grassland","40.00","9.90","S","Winter",2047022,"7200842.21","4.00"
"usa_1439","2025-12-08","USA","Los Angeles","5.90","67.00","7.10",115,"Hurricane","Koeppen-D","Temperate","Desert","9.20","7.60","E","Winter",7308297,"77335064.07","9.00"
"usa_144","2024-05-23","USA","New York","-5.60","83.00","55.30",308,"None","Koeppen-C","Temperate","Desert","-1.40","22.80","SW","Spring",6117281,"96646248.53","2.00"
"usa_1440","2025-12-09","USA","Los Angeles","-2.40","38.00","67.80",285,"Flood","Koeppen-B","Temperate","Grassland","-0.50","32.40","E","Winter",3512224,"47490189.19","6.00"
"usa_1441","2025-12-10","USA","Los Angeles","5.60","52.00","120.50",304,"None","Koeppen-D","Temperate","Wetland","8.20","37.80","NE","Winter",425577,"12815311.22","7.00"
"usa_1442","2025-12-11","USA","Los Angeles","18.00","66.00","189.10",70,"None","Koeppen-D","Temperate","Forest","21.30","21.40","SW","Winter",3909843,"43595738.56","4.00"
"usa_1443","2025-12-12","USA","Los Angeles","25.70","94.00","179.00",82,"None","Koeppen-D","Temperate","Grassland","30.40","32.20","W","Winter",6901324,"75947658.34","10.00"
"usa_1444","2025-12-13","USA","Los Angeles","20.30","81.00","27.80",148,"Heatwave","Koeppen-D","Temperate","Grassland","24.40","37.50","W","Winter",2858713,"69507000.39","8.00"
"usa_1445","2025-12-14","USA","Los Angeles","9.80","45.00","72.90",419,"None","Koeppen-C","Temperate","Tundra","12.10","33.10","W","Winter",1408129,"38030478.64","10.00"
"usa_1446","2025-12-15","USA","Los Angeles","35.00","91.00","43.80",86,"None","Koeppen-D","Temperate","Desert","39.50","26.60","SE","Winter",552026,"19327135.12","9.00"
"usa_1447","2025-12-16","USA","Los Angeles","30.30","51.00","119.60",167,"None","Koeppen-D","Temperate","Desert","32.90","22.40","S","Winter",9788597,"47958093.71","9.00"
"usa_1448","2025-12-17","USA","Los Angeles","31.10","70.00","16.30",38,"None","Koeppen-A","Temperate","Forest","34.60","10.70","NE","Winter",7297807,"20675496.49","1.00"
"usa_1449","2025-12-18","USA","Los Angeles","-3.00","79.00","138.70",469,"None","Koeppen-D","Temperate","Wetland","1.00","38.70","W","Winter",6969626,"52381495.43","5.00"
"usa_145","2024-05-24","USA","New York","10.60","83.00","114.40",444,"None","Koeppen-C","Temperate","Grassland","14.80","11.80","SW","Spring",69878,"45350524.03","5.00"
"usa_1450","2025-12-19","USA","Los Angeles","-4.40","76.00","1.50",218,"None","Koeppen-B","Temperate","Forest","-0.60","2.10","N","Winter",1849209,"5319520.97","8.00"
"usa_1451","2025-12-20","USA","Los Angeles","31.70","41.00","140.10",12,"None","Koeppen-D","Temperate","Tundra","33.80","5.40","SE","Winter",5453439,"22609062.22","1.00"
"usa_1452","2025-12-21","USA","Los Angeles","0.20","75.00","186.10",107,"None","Koeppen-B","Temperate","Desert","4.00","38.90","NE","Winter",9988083,"61596022.78","9.00"
"usa_1453","2025-12-22","USA","Los Angeles","21.60","30.00","191.40",149,"Hurricane","Koeppen-A","Temperate","Tundra","23.10","17.70","NW","Winter",1142139,"92471204.14","6.00"
"usa_1454","2025-12-23","USA","Los Angeles","-8.00","85.00","157.10",318,"None","Koeppen-D","Temperate","Forest","-3.80","21.80","SE","Winter",6339606,"9351454.29","2.00"
"usa_1455","2025-12-24","USA","Los Angeles","36.60","93.00","114.60",404,"None","Koeppen-B","Temperate","Tundra","41.20","5.90","SE","Winter",2659688,"87968366.76","4.00"
"usa_1456","2025-12-25","USA","Los Angeles","4.70","27.00","89.40",251,"None","Koeppen-D","Temperate","Wetland","6.10","34.40","NW","Winter",9399368,"43316908.40","4.00"
"usa_1457","2025-12-26","USA","Los Angeles","6.30","71.00","13.60",361,"None","Koeppen-D","Temperate","Desert","9.80","9.90","S","Winter",8122970,"17884910.81","3.00"
"usa_1458","2025-12-27","USA","Los Angeles","17.70","31.00","22.20",310,"None","Koeppen-A","Temperate","Forest","19.20","28.50","NE","Winter",2112027,"61078481.63","8.00"
"usa_1459","2025-12-28","USA","Los Angeles","43.40","22.00","77.00",73,"None","Koeppen-D","Temperate","Wetland","44.50","5.80","SE","Winter",7475759,"42446781.09","8.00"
"usa_146","2024-05-25","USA","New York","9.00","14.00","154.20",365,"None","Koeppen-A","Temperate","Wetland","9.70","9.90","SW","Spring",4870819,"37088717.20","4.00"
"usa_1460","2025-12-29","USA","Los Angeles","39.90","53.00","140.30",251,"None","Koeppen-A","Temperate","Forest","42.50","29.00","NW","Winter",7224863,"52441389.03","3.00"
"usa_1461","2025-12-30","USA","Los Angeles","14.40","57.00","37.60",201,"None","Koeppen-A","Temperate","Desert","17.20","14.30","NW","Winter",5745720,"23273331.75","8.00"
"usa_1462","2025-12-31","USA","Los Angeles","11.00","100.00","18.60",235,"None","Koeppen-A","Temperate","Tundra","16.00","38.10","NE","Winter",2143710,"42471765.21","7.00"
"usa_1463","2024-01-01","USA","Chicago","-4.20","88.00","170.30",234,"None","Koeppen-D","Temperate","Tundra","0.20","26.70","E","Winter",1646940,"77099507.46","4.00"
"usa_1464","2024-01-02","USA","Chicago","13.30","28.00","18.70",42,"None","Koeppen-C","Temperate","Wetland","14.70","13.50","N","Winter",4336886,"55473137.45","9.00"
"usa_1465","2024-01-03","USA","Chicago","15.10","74.00","61.70",88,"Flood","Koeppen-C","Temperate","Grassland","18.80","26.50","N","Winter",8710553,"36463249.42","4.00"
"usa_1466","2024-01-04","USA","Chicago","21.40","52.00","55.30",455,"None","Koeppen-B","Temperate","Grassland","24.00","33.60","N","Winter",1017441,"78727910.26","4.00"
"usa_1467","2024-01-05","USA","Chicago","22.70","65.00","196.80",393,"Heatwave","Koeppen-A","Temperate","Desert","25.90","22.00","E","Winter",2182697,"36845511.29","6.00"
"usa_1468","2024-01-06","USA","Chicago","13.90","95.00","59.20",57,"None","Koeppen-B","Temperate","Forest","18.60","14.00","N","Winter",1129396,"82119810.17","6.00"
"usa_1469","2024-01-07","USA","Chicago","8.70","22.00","189.80",293,"None","Koeppen-C","Temperate","Grassland","9.80","2.30","SE","Winter",6899743,"15840290.63","3.00"
"usa_147","2024-05-26","USA","New York","28.70","55.00","146.00",205,"None","Koeppen-B","Temperate","Desert","31.40","11.10","W","Spring",913778,"28564976.52","4.00"
"usa_1470","2024-01-08","USA","Chicago","42.80","70.00","78.20",106,"None","Koeppen-B","Temperate","Wetland","46.30","33.20","SE","Winter",404314,"26519074.65","1.00"
"usa_1471","2024-01-09","USA","Chicago","-1.00","61.00","46.50",230,"None","Koeppen-A","Temperate","Grassland","2.10","13.60","NW","Winter",7063001,"26039615.22","10.00"
"usa_1472","2024-01-10","USA","Chicago","-0.60","30.00","140.70",470,"None","Koeppen-B","Temperate","Tundra","0.90","26.80","S","Winter",6739119,"70515801.80","9.00"
"usa_1473","2024-01-11","USA","Chicago","29.10","64.00","139.90",219,"None","Koeppen-A","Temperate","Desert","32.30","20.00","SE","Winter",4570814,"81888029.97","9.00"
"usa_1474","2024-01-12","USA","Chicago","10.60","30.00","18.30",386,"None","Koeppen-B","Temperate","Desert","12.10","16.20","S","Winter",6848841,"20363285.63","8.00"
"usa_1475","2024-01-13","USA","Chicago","1.30","12.00","135.90",243,"None","Koeppen-A","Temperate","Grassland","1.90","9.60","NW","Winter",845735,"37973203.93","1.00"
"usa_1476","2024-01-14","USA","Chicago","6.40","73.00","138.60",321,"None","Koeppen-B","Temperate","Desert","10.10","6.30","E","Winter",6635413,"62799072.24","2.00"
"usa_1477","2024-01-15","USA","Chicago","38.40","54.00","160.30",237,"Flood","Koeppen-D","Temperate","Tundra","41.10","3.10","SW","Winter",7410452,"33481603.48","9.00"
"usa_1478","2024-01-16","USA","Chicago","2.40","90.00","15.60",36,"None","Koeppen-A","Temperate","Desert","6.90","0.30","SW","Winter",5482116,"21001246.35","10.00"
"usa_1479","2024-01-17","USA","Chicago","35.90","93.00","36.50",328,"None","Koeppen-A","Temperate","Forest","40.50","9.70","N","Winter",7186797,"21331282.83","7.00"
"usa_148","2024-05-27","USA","New York","43.40","33.00","108.70",273,"None","Koeppen-B","Temperate","Tundra","45.00","7.00","NW","Spring",7842522,"97624648.88","4.00"
"usa_1480","2024-01-18","USA","Chicago","-3.40","41.00","39.00",347,"None","Koeppen-D","Temperate","Grassland","-1.30","29.30","W","Winter",8443648,"40120218.25","7.00"
"usa_1481","2024-01-19","USA","Chicago","30.00","98.00","99.90",500,"None","Koeppen-B","Temperate","Forest","34.90","22.00","SE","Winter",7265840,"71814114.12","5.00"
"usa_1482","2024-01-20","USA","Chicago","27.20","60.00","177.70",73,"None","Koeppen-B","Temperate","Tundra","30.20","29.10","SW","Winter",7483401,"22210591.78","9.00"
"usa_1483","2024-01-21","USA","Chicago","14.90","11.00","13.20",190,"None","Koeppen-C","Temperate","Grassland","15.50","2.90","S","Winter",8367286,"31060630.57","4.00"
"usa_1484","2024-01-22","USA","Chicago","28.70","47.00","78.30",399,"None","Koeppen-C","Temperate","Desert","31.10","20.50","W","Winter",94653,"82670007.56","1.00"
"usa_1485","2024-01-23","USA","Chicago","5.00","67.00","29.40",263,"None","Koeppen-A","Temperate","Grassland","8.30","20.60","W","Winter",486761,"41887233.58","10.00"
"usa_1486","2024-01-24","USA","Chicago","0.90","47.00","85.50",97,"None","Koeppen-D","Temperate","Desert","3.20","16.80","N","Winter",1922124,"18199838.77","5.00"
"usa_1487","2024-01-25","USA","Chicago","24.80","48.00","114.70",219,"None","Koeppen-A","Temperate","Forest","27.20","22.10","SE","Winter",9425240,"17289851.67","9.00"
"usa_1488","2024-01-26","USA","Chicago","15.20","31.00","117.90",116,"Drought","Koeppen-C","Temperate","Tundra","16.80","29.50","SW","Winter",278214,"70739955.45","9.00"
"usa_1489","2024-01-27","USA","Chicago","16.30","54.00","43.60",13,"None","Koeppen-C","Temperate","Forest","19.00","20.80","N","Winter",9589456,"78378143.55","2.00"
"usa_149","2024-05-28","USA","New York","44.30","86.00","118.30",34,"None","Koeppen-A","Temperate","Forest","48.60","6.50","NE","Spring",8399946,"29945178.46","6.00"
"usa_1490","2024-01-28","USA","Chicago","10.40","10.00","184.20",485,"None","Koeppen-B","Temperate","Grassland","10.90","33.70","W","Winter",7377407,"84148362.39","2.00"
"usa_1491","2024-01-29","USA","Chicago","-4.80","99.00","173.00",69,"None","Koeppen-A","Temperate","Forest","0.20","25.00","E","Winter",5514724,"77879286.98","9.00"
"usa_1492","2024-01-30","USA","Chicago","24.20","77.00","93.60",108,"None","Koeppen-B","Temperate","Forest","28.10","31.90","W","Winter",4365973,"43123953.84","6.00"
"usa_1493","2024-01-31","USA","Chicago","39.80","42.00","112.60",252,"None","Koeppen-D","Temperate","Grassland","41.90","9.60","NW","Winter",9911407,"26154109.31","4.00"
"usa_1494","2024-02-01","USA","Chicago","19.00","73.00","33.50",147,"None","Koeppen-A","Temperate","Tundra","22.60","15.00","NW","Winter",1989015,"25269313.20","2.00"
"usa_1495","2024-02-02","USA","Chicago","-5.10","49.00","30.40",309,"None","Koeppen-C","Temperate","Forest","-2.60","36.90","NE","Winter",7969255,"89667657.20","1.00"
"usa_1496","2024-02-03","USA","Chicago","32.00","83.00","138.90",21,"None","Koeppen-C","Temperate","Wetland","36.10","26.10","NE","Winter",4501145,"62869113.80","9.00"
"usa_1497","2024-02-04","USA","Chicago","9.00","51.00","129.70",119,"Heatwave","Koeppen-C","Temperate","Desert","11.60","7.40","N","Winter",1190363,"93115805.61","3.00"
"usa_1498","2024-02-05","USA","Chicago","17.50","71.00","109.80",419,"None","Koeppen-A","Temperate","Wetland","21.10","37.50","W","Winter",721392,"33223503.15","6.00"
"usa_1499","2024-02-06","USA","Chicago","21.20","45.00","156.70",159,"None","Koeppen-C","Temperate","Grassland","23.40","1.60","NW","Winter",9356824,"92345696.67","10.00"
"usa_15","2024-01-15","USA","New York","18.90","62.00","8.00",48,"None","Koeppen-C","Temperate","Desert","22.00","13.40","W","Winter",176078,"11624454.22","9.00"
"usa_150","2024-05-29","USA","New York","37.90","46.00","16.00",427,"None","Koeppen-C","Temperate","Desert","40.20","27.60","SW","Spring",7250316,"68978478.84","4.00"
"usa_1500","2024-02-07","USA","Chicago","34.40","30.00","46.70",311,"None","Koeppen-C","Temperate","Grassland","35.90","17.60","W","Winter",1679446,"85098891.07","6.00"
"usa_1501","2024-02-08","USA","Chicago","21.90","67.00","174.50",140,"None","Koeppen-A","Temperate","Tundra","25.20","22.90","NW","Winter",9445243,"93954987.15","8.00"
"usa_1502","2024-02-09","USA","Chicago","-5.40","76.00","37.30",235,"None","Koeppen-C","Temperate","Grassland","-1.60","16.80","NW","Winter",4109630,"66050661.60","2.00"
"usa_1503","2024-02-10","USA","Chicago","26.20","77.00","84.30",274,"None","Koeppen-A","Temperate","Wetland","30.10","30.10","S","Winter",7123781,"61247530.99","5.00"
"usa_1504","2024-02-11","USA","Chicago","7.90","98.00","1.00",295,"None","Koeppen-D","Temperate","Grassland","12.80","14.00","E","Winter",180635,"47252176.18","5.00"
"usa_1505","2024-02-12","USA","Chicago","15.60","49.00","129.60",174,"None","Koeppen-B","Temperate","Grassland","18.10","19.20","SE","Winter",1760736,"53655872.38","1.00"
"usa_1506","2024-02-13","USA","Chicago","-3.70","65.00","192.40",378,"None","Koeppen-A","Temperate","Wetland","-0.50","24.50","W","Winter",6802928,"14210735.65","4.00"
"usa_1507","2024-02-14","USA","Chicago","18.10","68.00","44.60",410,"None","Koeppen-B","Temperate","Forest","21.50","6.40","E","Winter",4150368,"73234496.40","3.00"
"usa_1508","2024-02-15","USA","Chicago","33.60","20.00","10.10",323,"None","Koeppen-C","Temperate","Tundra","34.60","26.80","SW","Winter",2398753,"1756052.26","6.00"
"usa_1509","2024-02-16","USA","Chicago","12.00","75.00","174.20",335,"None","Koeppen-D","Temperate","Grassland","15.80","22.80","W","Winter",72630,"83592944.44","9.00"
"usa_151","2024-05-30","USA","New York","35.40","20.00","128.60",113,"None","Koeppen-B","Temperate","Desert","36.40","37.00","S","Spring",7053439,"50515963.52","9.00"
